	N	S	N_sporeN	S_sporeN	N_sporeY	S_sporeY
10156.1B3	181237.0	6152	58.0	1	298.0	15
10156.34	77129.0	4676	83.0	2	136.0	12
10156.2T4	93442.0	6678	75.0	1	73.0	10
10156.2S2	125066.0	6537	29.0	1	120.0	11
10156.2B3	83342.0	6080	6.0	1	54.0	6
10156.50	91321.0	5421	11.0	2	68.0	13
10156.2B1	98298.0	6110	159.0	10	91.0	8
10156.47	63844.0	3584	50.0	2	22.0	3
10156.3T3	198518.0	7281	28.0	4	303.0	18
10156.8	70727.0	4220	6.0	2	28.0	5
10156.3C4	124861.0	6485	49.0	3	273.0	14
10156.3T5	100595.0	5818	20.0	3	188.0	9
10156.33	189008.0	5742	12.0	2	155.0	16
10156.3T4	96879.0	5683	29.0	3	170.0	10
10156.2T5	129958.0	6776	34.0	1	176.0	11
10156.2C4	209890.0	7330	54.0	5	394.0	10
10156.3B3	134640.0	5532	579.0	7	137.0	10
10156.3S5	191077.0	6846	3.0	2	452.0	14
10156.3B1	174181.0	6394	11.0	4	243.0	10
10156.3C3	92740.0	5241	10.0	3	178.0	9
10156.3C1	80736.0	4709	38.0	5	109.0	10
10156.2C1	111095.0	6067	41.0	2	173.0	13
10156.31	143290.0	4368	42.0	2	311.0	13
10156.1T1	40229.0	3795	16.0	1	65.0	7
10156.1S2	176226.0	7073	55.0	2	308.0	10
10156.12	106510.0	5446	37.0	1	33.0	11
10156.9	24649.0	2616	0.0	0	17.0	5
10156.3B4	80033.0	4704	0.0	0	325.0	13
10156.13	177268.0	6609	24.0	1	70.0	12
10156.29	148954.0	6252	22.0	2	539.0	14
10156.3C2	156187.0	6451	42.0	3	305.0	11
10156.2B4	256860.0	7710	37.0	5	289.0	12
10156.39	110899.0	5605	66.0	3	207.0	15
10156.3T2	100565.0	5769	20.0	3	174.0	11
10156.3B2	90055.0	4336	21.0	4	112.0	6
10156.3S2	118552.0	6030	18.0	4	84.0	9
10156.44.A	102073.0	5436	131.0	5	434.0	14
10156.53	129592.0	4880	41.0	2	1309.0	17
10156.3S3	71393.0	4728	91.0	7	63.0	7
10156.30	194940.0	7086	15.0	1	302.0	24
10156.2S5	146438.0	6237	40.0	9	201.0	12
10156.11	142261.0	5526	23.0	1	157.0	12
10156.1B1	148733.0	5902	22.0	3	255.0	14
10156.3B5	120668.0	5884	1.0	1	153.0	8
10156.3S1	45565.0	4283	34.0	5	76.0	7
10156.35	83851.0	4562	102.0	3	2528.0	13
10156.23	103939.0	6225	61.0	2	199.0	18
10156.3T1	116037.0	3882	7.0	3	278.0	9
10156.41	88399.0	5638	1.0	1	30.0	12
10156.CBFSNW2	140814.0	5698	31.0	8	58.0	12
10156.28	90348.0	5568	23.0	1	32.0	9
10156.2S3	87179.0	6022	34.0	2	52.0	8
10156.49	84780.0	4414	34.0	1	143.0	10
10156.2	102566.0	4930	21.0	2	92.0	9
10156.CBFSNW3	99790.0	5128	84.0	6	41.0	11
10156.2S1	85277.0	6245	18.0	1	138.0	9
10156.N1.4	143360.0	1684	28.0	4	1.0	1
10156.7	172741.0	5952	21.0	2	1120.0	18
10156.56	144012.0	5353	46.0	4	237.0	12
10156.4	123725.0	6125	4.0	2	167.0	16
10156.BCWL5.3	163492.0	5474	23.0	5	122.0	13
10156.T6.2	126712.0	3162	30.0	6	6.0	3
10156.BCWL1.3	72840.0	4178	50.0	5	42.0	10
10156.10	103934.0	4944	27.0	3	323.0	15
10156.E1.3	136149.0	4104	146.0	4	50.0	5
10156.52	144740.0	6893	60.0	3	201.0	12
10156.E1.2	242393.0	5964	37.0	6	41.0	5
10156.6	137706.0	5790	22.0	3	133.0	15
10156.1B5	8921.0	2292	90.0	2	14.0	5
10156.152b	116898.0	5649	34.0	4	191.0	15
10156.BCWL4.2	65857.0	4542	29.0	4	28.0	11
10156.E1.4	151138.0	4215	21.0	4	15.0	3
10156.F1.3	106234.0	2666	25.0	7	394.0	4
10156.T3.3	111556.0	2130	0.0	0	10.0	4
10156.51	31141.0	545	902.0	10	392.0	2
10156.55	320263.0	6461	326.0	2	357.0	22
10156.4C2	79530.0	3561	10.0	1	33.0	5
10156.BCWL3.2	99494.0	4893	29.0	5	86.0	13
10156.4T4	94925.0	4328	115.0	6	43.0	9
10156.T6.1	166101.0	3831	6.0	2	35.0	2
10156.BCWL3.3	101251.0	4935	31.0	5	90.0	14
10156.BCWL3.1	76751.0	4839	18.0	2	45.0	10
10156.4B5	199018.0	5559	53.0	3	136.0	17
10156.4S4	153687.0	4464	21.0	4	662.0	18
10156.4C3	127706.0	5256	90.0	5	64.0	11
10156.F1.2	101102.0	3244	2.0	2	27.0	5
10156.4T2	137266.0	4530	108.0	4	50.0	11
10156.N2.5	123105.0	3092	23.0	4	130.0	10
10156.N1.5	128115.0	1433	11.0	2	4.0	1
10156.4T1	121853.0	4676	133.0	4	27.0	6
10156.4B1	83020.0	4447	48.0	3	39.0	7
10156.BCWL4.1	118768.0	4967	26.0	4	38.0	9
10156.38	114607.0	3522	6.0	3	38.0	7
10156.NW2.A	51022.0	4451	35.0	4	41.0	5
10156.BCWL4.3	58329.0	4457	33.0	7	22.0	8
10156.BCWL5.2	104467.0	4914	21.0	5	45.0	6
10156.F1.1	139457.0	3415	42.0	8	35.0	4
10156.F1.5	76147.0	2505	51.0	5	83.0	3
10156.45	108913.0	5039	3.0	2	151.0	17
10156.4C4	179273.0	4966	105.0	5	79.0	8
10156.BCWL1.2	48602.0	4254	18.0	6	29.0	11
10156.1T2	150269.0	5010	32.0	4	237.0	13
10156.BCWL1.1	74942.0	4089	14.0	1	46.0	9
10156.4S3	89654.0	4487	49.0	5	183.0	10
10156.T3.1	128055.0	3290	0.0	0	21.0	4
10156.N2.2	150200.0	2643	4.0	2	55.0	6
10156.T2.6	153470.0	2952	419.0	7	29.0	4
10156.1C3.2	20114.0	2567	1.0	1	52.0	4
10156.1S1	130705.0	5659	12.0	2	206.0	18
10156.17	122657.0	5971	30.0	3	483.0	16
10156.E1.5	96977.0	3386	328.0	5	18.0	3
10156.4S1	209141.0	4462	44.0	3	132.0	10
10156.1S4	128213.0	5471	32.0	1	726.0	17
10156.1S3.2	189964.0	5898	62.0	2	609.0	20
10156.21	80700.0	3668	0.0	0	61.0	14
10156.BCWL2.3	56018.0	3943	26.0	5	25.0	6
10156.BCWL2.1	56815.0	4059	31.0	5	20.0	4
10156.1B4	130082.0	4795	16.0	1	142.0	9
10156.19	110651.0	5371	55.0	3	18.0	6
10156.BCWL5.1	115716.0	4604	3.0	1	114.0	16
10156.1	136091.0	5695	15.0	2	241.0	13
10156.4B2	198276.0	5377	111.0	4	63.0	9
10156.3	90493.0	5168	35.0	4	123.0	14
10156.32	143268.0	3039	41.0	2	372.0	8
10156.BCWL2.2	31711.0	3086	3.0	2	29.0	7
10156.20	118954.0	3269	31.0	2	235.0	17
10156.5	77779.0	4718	32.0	3	91.0	7
10156.F1.4	72341.0	2385	14.0	2	68.0	3
10156.22	105853.0	4366	75.0	3	133.0	10
10156.18	74293.0	3635	134.0	3	37.0	7
10156.3S4	47754.0	3640	40.0	4	135.0	7
10156.T3.6	106185.0	3328	29.0	5	10.0	4
10156.14	6280.0	1587	14.0	1	15.0	3
10156.E1.1	127541.0	4432	17.0	5	25.0	3
10156.24	7408.0	1985	9.0	1	5.0	1
10156.N2.4	112320.0	2973	19.0	3	146.0	7
10156.N2.3	123206.0	3037	22.0	6	178.0	10
10156.N2.1	126833.0	2981	28.0	3	153.0	9
10156.T6.6	77520.0	2918	29.0	4	12.0	2
10156.T6.4	103997.0	3012	17.0	4	12.0	1
10156.T6.3	118090.0	2780	3.0	1	6.0	3
10156.T2.2	40313.0	1828	68.0	2	5.0	2
10156.T6.5	56188.0	2156	70.0	6	3.0	3
10156.T3.4	109292.0	2004	4.0	4	22.0	3
10156.T3.2	118689.0	2565	22.0	4	15.0	3
10156.T2.4	133497.0	2563	25.0	7	14.0	2
10156.T2.5	141130.0	2381	33.0	4	21.0	4
10156.3C5	145826.0	3424	18.0	4	298.0	3
10156.N1.2	168431.0	2649	43.0	5	28.0	2
10156.T2.3	159584.0	2883	55.0	5	28.0	2
10156.N1.3	220802.0	1877	47.0	4	0.0	0
10156.T3.5	99081.0	1853	21.0	4	2.0	1
10156.27	2759.0	1248	29.0	1	2.0	2
10156.25	4801.0	114	593.0	4	0.0	0
10156.CBFSNW1	742.0	182	20.0	4	0.0	0
10156.T2.1	1147.0	225	94.0	6	0.0	0
10156.1T3	537.0	91	7.0	1	0.0	0
10156.26	543.0	111	17.0	1	0.0	0
10156.1C2	544.0	66	12.0	1	0.0	0
10156.1T4	707.0	104	14.0	1	0.0	0
10156.42	31621.0	441	91.0	4	0.0	0
10156.1C1	490.0	67	6.0	2	0.0	0
10156.1C3.1	763.0	86	44.0	3	0.0	0
2192.H06b.Kitchen.Counter.3217.lane2.NoIndex.L002	97833.0	1584	48410.0	23	0.0	0
2192.H06b.Hand.3130.lane5.NoIndex.L005	51650.0	1969	1348.0	20	79.0	3
2192.H03a.Kitchen.Floor.1226.lane5.NoIndex.L005	129196.0	4451	4759.0	18	27.0	1
2192.H05b.Hand.2647.lane5.NoIndex.L005	52069.0	3415	1115.0	13	8.0	3
2192.H03a.Bedroom.Floor.1204.lane5.NoIndex.L005	197318.0	4772	318.0	10	2.0	1
2192.H03a.Bathroom.Door.Knob.1230.lane5.NoIndex.L005	128484.0	3914	16054.0	22	6.0	2
2192.H03a.Kitchen.Light.Switch.1275.lane5.NoIndex.L005	94793.0	2054	25.0	5	8.0	3
2192.H02a.Front.Door.Knob.749.lane2.NoIndex.L002	91744.0	2187	1834.0	19	71.0	3
2192.H03a.Kitchen.Light.Switch.1347.lane5.NoIndex.L005	95911.0	2457	52.0	6	1.0	1
2192.H03a.Kitchen.Light.Switch.1299.lane5.NoIndex.L005	106390.0	2368	1750.0	14	2.0	2
2192.H03a.Bathroom.Door.Knob.1206.lane5.NoIndex.L005	156052.0	5373	8828.0	17	4.0	3
2192.H03a.Bathroom.Door.Knob.1278.lane5.NoIndex.L005	96212.0	3870	6121.0	22	40.0	3
2192.H03a.Front.Door.Knob.1253.lane5.NoIndex.L005	111765.0	4297	12469.0	25	64.0	5
2192.H03a.Bedroom.Floor.1300.lane5.NoIndex.L005	97281.0	3611	8804.0	35	1114.0	2
2192.H03a.Kitchen.Counter.1321.lane5.NoIndex.L005	89387.0	3500	3550.0	25	201.0	1
2192.H03a.Front.Door.Knob.1229.lane5.NoIndex.L005	110674.0	3738	19090.0	20	6.0	3
2192.H03a.Kitchen.Counter.1273.lane5.NoIndex.L005	112084.0	3389	602.0	10	6.0	3
2192.H03a.Kitchen.Light.Switch.1251.lane5.NoIndex.L005	120770.0	3835	2111.0	11	2.0	2
2192.H03a.Front.Door.Knob.1277.lane5.NoIndex.L005	79520.0	4666	4776.0	21	31.0	3
2192.H03a.Kitchen.Floor.1250.lane5.NoIndex.L005	133181.0	5196	21124.0	20	33.0	8
2192.H03a.Bathroom.Door.Knob.1254.lane5.NoIndex.L005	89571.0	2133	189.0	7	4.0	3
2192.H05b.Hand.2623.lane5.NoIndex.L005	92220.0	3837	365.0	9	23.0	6
2192.H03a.Kitchen.Floor.1298.lane5.NoIndex.L005	111951.0	3401	3819.0	17	8.0	3
2192.H03a.Front.Door.Knob.1205.lane5.NoIndex.L005	107223.0	4482	6213.0	25	11.0	3
2192.H03a.Kitchen.Floor.1394.lane5.NoIndex.L005	141370.0	5339	21892.0	23	13.0	4
2192.H03a.Kitchen.Counter.1393.lane5.NoIndex.L005	118966.0	3481	2170.0	15	4.0	3
2192.H03a.Kitchen.Counter.1297.lane5.NoIndex.L005	89387.0	2847	11434.0	20	49.0	2
2192.H03a.Kitchen.Light.Switch.1323.lane5.NoIndex.L005	106963.0	3012	4526.0	11	2.0	2
2192.H03a.Kitchen.Counter.1225.lane5.NoIndex.L005	128517.0	4151	14020.0	20	47.0	6
2192.H03a.Bedroom.Floor.1252.lane5.NoIndex.L005	107268.0	3008	1117.0	10	8.0	4
2192.H03a.Bedroom.Floor.1372.lane5.NoIndex.L005	117096.0	3837	13422.0	25	11.0	2
2192.H03a.Kitchen.Light.Switch.1395.lane5.NoIndex.L005	105680.0	2349	7577.0	20	0.0	0
2192.H03a.Bathroom.Door.Knob.1326.lane5.NoIndex.L005	91549.0	2674	296.0	7	1.0	1
2192.H05b.Hand.2890.lane5.NoIndex.L005	37011.0	2363	1546.0	28	30.0	2
2192.H03a.Kitchen.Light.Switch.1227.lane5.NoIndex.L005	109273.0	3153	2408.0	21	11.0	3
2192.H06b.Hand.3085.lane5.NoIndex.L005	44601.0	2166	1813.0	21	9.0	3
2192.H03a.Front.Door.Knob.1301.lane5.NoIndex.L005	93638.0	4179	8503.0	21	12.0	3
2192.H03a.Kitchen.Floor.1274.lane5.NoIndex.L005	100365.0	3970	7214.0	21	19.0	5
2192.H03a.Kitchen.Counter.1345.lane5.NoIndex.L005	122429.0	3707	820.0	13	7.0	2
2192.H03a.Bedroom.Floor.1228.lane5.NoIndex.L005	99366.0	2886	3271.0	15	5.0	2
2192.H03a.Front.Door.Knob.1421.lane5.NoIndex.L005	88492.0	4137	1851.0	16	16.0	4
2192.H03a.Kitchen.Floor.1418.lane5.NoIndex.L005	116700.0	4092	7348.0	21	38.0	5
2192.H03a.Bedroom.Floor.1396.lane5.NoIndex.L005	138817.0	3951	9623.0	25	22.0	3
2192.H07a.Kitchen.Floor.3650.lane5.NoIndex.L005	52149.0	1065	129.0	11	32.0	4
2192.H03a.Bedroom.Floor.1348.lane5.NoIndex.L005	106408.0	3277	10230.0	18	11.0	6
2192.H06b.Hand.3109.lane5.NoIndex.L005	65265.0	940	2445.0	14	3.0	1
2192.H03a.Kitchen.Light.Switch.1419.lane5.NoIndex.L005	111983.0	3039	588.0	13	8.0	1
2192.H06b.Hand.3178.lane5.NoIndex.L005	53687.0	3055	3401.0	20	14.0	5
2192.H03a.Front.Door.Knob.1397.lane5.NoIndex.L005	80577.0	3736	5535.0	18	42.0	5
2192.H07a.Cat.Paw.3685.lane6.NoIndex.L006	87316.0	1979	7645.0	17	6.0	2
2192.H04a.Dog.Foot.2060.lane6.NoIndex.L006	61929.0	2561	2508.0	26	85.0	3
2192.H03a.Foot.1310.lane6.NoIndex.L006	77022.0	4785	2763.0	31	107.0	7
2192.H01a.Bedroom.Floor.4.lane1.NoIndex.L001	83053.0	1944	16677.0	26	74.0	4
2192.H01a.Kitchen.Floor.122.lane1.NoIndex.L001	112510.0	2454	14743.0	21	47.0	4
2192.H01a.Front.Door.Knob.101.lane1.NoIndex.L001	120400.0	4219	8853.0	38	1221.0	5
2192.H07b.Nose.4092.lane1.NoIndex.L001	106367.0	1111	25167.0	20	7.0	1
2192.H01a.Bedroom.Floor.76.lane1.NoIndex.L001	138229.0	2416	27637.0	24	109.0	3
2192.H02a.Kitchen.Floor.746.lane2.NoIndex.L002	105768.0	1857	7755.0	20	20.0	2
2192.H01a.Bedroom.Floor.292.lane2.NoIndex.L002	59279.0	1776	10467.0	18	32.0	2
2192.H07a.Kitchen.Floor.3770.lane2.NoIndex.L002	96766.0	2987	5481.0	20	50.0	6
2192.H03a.Kitchen.Floor.1346.lane5.NoIndex.L005	100686.0	3948	6020.0	20	31.0	5
2192.H05b.Bedroom.Floor.2644.lane5.NoIndex.L005	68777.0	1528	4213.0	15	20.0	3
2192.H05b.Nose.2628.lane5.NoIndex.L005	85817.0	1184	11607.0	36	0.0	0
2192.H03a.Kitchen.Floor.1322.lane5.NoIndex.L005	76181.0	5201	6744.0	20	114.0	3
2192.H04a.Nose.1836.lane6.NoIndex.L006	92348.0	3930	839.0	14	68.0	5
2192.H07b.Foot.3995.lane6.NoIndex.L006	57437.0	1089	4327.0	19	10.0	2
2192.H07a.Foot.3656.lane6.NoIndex.L006	90335.0	2569	2421.0	25	50.0	1
2192.H06b.Hand.3346.lane6.NoIndex.L006	69587.0	4228	65.0	8	9.0	5
2192.H06b.Hand.3253.lane6.NoIndex.L006	68556.0	1134	4875.0	16	16.0	3
2192.H07b.Foot.4091.lane6.NoIndex.L006	50917.0	1458	3678.0	20	22.0	1
2192.H07a.Hand.3727.lane6.NoIndex.L006	83110.0	1733	949.0	16	59.0	3
2192.H07b.Foot.3992.lane6.NoIndex.L006	88226.0	2175	5643.0	27	116.0	3
2192.H06b.Foot.3230.lane6.NoIndex.L006	53907.0	2788	1261.0	12	31.0	4
2192.H01a.Nose.324.lane6.NoIndex.L006	64898.0	5230	425.0	8	119.0	13
2192.H01a.Nose.273.lane6.NoIndex.L006	62228.0	2873	1412.0	14	9.0	4
2192.H06b.Hand.3343.lane6.NoIndex.L006	79254.0	1791	11260.0	20	5.0	2
2192.H06b.Front.Door.Knob.3053.lane1.NoIndex.L001	74883.0	1555	16408.0	18	120.0	4
2192.H06b.Kitchen.Floor.3098.lane1.NoIndex.L001	69981.0	1268	34526.0	23	12.0	2
2192.H01a.Kitchen.Floor.146.lane1.NoIndex.L001	96783.0	3068	6849.0	23	35.0	3
2192.H02a.Front.Door.Knob.773.lane2.NoIndex.L002	94175.0	1881	19430.0	26	475.0	3
2192.H02a.Front.Door.Knob.677.lane2.NoIndex.L002	64005.0	2450	10401.0	20	62.0	5
2192.H07a.Kitchen.Light.Switch.3747.lane2.NoIndex.L002	115756.0	4508	2818.0	21	178.0	8
2192.H02a.Front.Door.Knob.917.lane2.NoIndex.L002	96648.0	2023	12336.0	24	69.0	2
2192.H07b.Bathroom.Door.Knob.4086.lane2.NoIndex.L002	97905.0	1419	338.0	5	36.0	3
2192.H07a.Front.Door.Knob.3725.lane2.NoIndex.L002	78715.0	1199	6961.0	17	212.0	3
2192.H07a.Kitchen.Floor.3722.lane2.NoIndex.L002	104947.0	1478	3034.0	12	14.0	2
2192.H07a.Kitchen.Counter.3721.lane2.NoIndex.L002	117039.0	1435	7066.0	18	13.0	2
2192.H07b.Kitchen.Counter.3985.lane2.NoIndex.L002	86884.0	1582	5473.0	23	159.0	4
2192.H07b.Kitchen.Floor.4010.lane2.NoIndex.L002	65692.0	1306	138.0	7	11.0	1
2192.H07b.Bathroom.Door.Knob.3870.lane2.NoIndex.L002	69965.0	4625	672.0	9	132.0	8
2192.H07a.Kitchen.Counter.3745.lane2.NoIndex.L002	91149.0	4577	20667.0	21	92.0	9
2192.H07b.Kitchen.Floor.3938.lane2.NoIndex.L002	78569.0	4003	553.0	11	93.0	4
2192.H02a.Kitchen.Floor.602.lane2.NoIndex.L002	55866.0	2219	10091.0	20	74.0	5
2192.H07b.Bedroom.Floor.4084.lane2.NoIndex.L002	79219.0	2440	3388.0	17	153.0	6
2192.H02a.Kitchen.Floor.698.lane2.NoIndex.L002	94179.0	2506	5727.0	21	87.0	4
2192.H02a.Kitchen.Floor.794.lane2.NoIndex.L002	89217.0	2971	10023.0	24	185.0	4
2192.H07b.Bedroom.Floor.3940.lane2.NoIndex.L002	77272.0	1252	69.0	6	9.0	2
2192.H02a.Bedroom.Floor.652.lane2.NoIndex.L002	65016.0	1373	3388.0	18	14.0	2
2192.H07b.Kitchen.Counter.4009.lane2.NoIndex.L002	96490.0	3696	1660.0	12	402.0	9
2192.H07b.Kitchen.Floor.4106.lane2.NoIndex.L002	103397.0	2066	1281.0	18	294.0	6
2192.H07b.Front.Door.Knob.3941.lane2.NoIndex.L002	74927.0	2139	732.0	12	144.0	3
2192.H07a.Front.Door.Knob.3653.lane2.NoIndex.L002	102501.0	4156	2429.0	19	116.0	10
2192.H07b.Kitchen.Light.Switch.4011.lane2.NoIndex.L002	79774.0	3883	1144.0	12	298.0	7
2192.H07a.Bedroom.Floor.3772.lane2.NoIndex.L002	70447.0	3493	2725.0	20	204.0	7
2192.H07a.Kitchen.Floor.3746.lane2.NoIndex.L002	102247.0	3111	1580.0	12	48.0	4
2192.H07b.Bedroom.Floor.3964.lane2.NoIndex.L002	45938.0	1845	2209.0	19	38.0	1
2192.H06b.Front.Door.Knob.3173.lane2.NoIndex.L002	101461.0	2532	40241.0	29	14.0	5
2192.H01a.Front.Door.Knob.173.lane2.NoIndex.L002	66364.0	2786	7016.0	21	18.0	3
2192.H06b.Bedroom.Floor.3244.lane2.NoIndex.L002	91536.0	1656	12289.0	30	18.0	2
2192.H03a.Kitchen.Floor.1490.lane5.NoIndex.L005	62817.0	3131	5645.0	25	56.0	6
2192.H06b.Kitchen.Counter.3121.lane5.NoIndex.L005	74161.0	980	553.0	12	3.0	1
2192.H03a.Kitchen.Counter.1441.lane5.NoIndex.L005	98805.0	3762	9884.0	25	16.0	1
2192.H05b.Kitchen.Floor.2642.lane5.NoIndex.L005	78794.0	1623	21741.0	23	10.0	2
2192.H03a.Kitchen.Floor.1466.lane5.NoIndex.L005	56619.0	3692	2475.0	20	55.0	3
2192.H06b.Kitchen.Counter.3169.lane5.NoIndex.L005	67751.0	1416	7322.0	29	19.0	3
2192.H03a.Nose.1425.lane6.NoIndex.L006	78743.0	3726	1833.0	17	109.0	6
2192.H01a.Nose.162.lane6.NoIndex.L006	54037.0	2418	2947.0	15	46.0	4
2192.H01a.Nose.57.lane6.NoIndex.L006	81592.0	3344	9172.0	28	116.0	7
2192.H04a.Nose.1935.lane6.NoIndex.L006	69080.0	3892	719.0	9	145.0	4
2192.H03a.Nose.1500.lane6.NoIndex.L006	72167.0	1381	18718.0	23	38.0	3
2192.H01a.Nose.66.lane6.NoIndex.L006	59378.0	2038	70.0	6	27.0	3
2192.H07b.Kitchen.Counter.4129.lane6.NoIndex.L006	54202.0	3475	1607.0	17	36.0	6
2192.H02a.Nose.657.lane6.NoIndex.L006	75723.0	4006	302.0	12	40.0	5
2192.H03a.Nose.1359.lane6.NoIndex.L006	62614.0	4379	313.0	5	81.0	6
2192.H01a.Nose.15.lane6.NoIndex.L006	70480.0	4567	993.0	21	39.0	8
2192.H04a.Nose.1908.lane6.NoIndex.L006	86628.0	3830	8830.0	19	60.0	8
2192.H01a.Nose.111.lane6.NoIndex.L006	62498.0	1588	3086.0	24	22.0	3
2192.H01a.Nose.81.lane6.NoIndex.L006	121828.0	5217	787.0	10	243.0	9
2192.H05a.Bedroom.Floor.5003.lane6.NoIndex.L006	82716.0	1923	2119.0	18	25.0	4
2192.H05a.Kitchen.Counter.5000.lane6.NoIndex.L006	90952.0	1995	191.0	10	25.0	3
2192.H04a.Nose.1884.lane6.NoIndex.L006	88763.0	1749	15003.0	25	103.0	3
2192.H01a.Nose.234.lane6.NoIndex.L006	61551.0	1255	1135.0	8	43.0	3
2192.H01a.Nose.249.lane6.NoIndex.L006	64249.0	3842	356.0	6	127.0	5
2192.H01a.Nose.108.lane6.NoIndex.L006	60120.0	3223	781.0	13	59.0	8
2192.H01a.Nose.300.lane6.NoIndex.L006	50292.0	3612	246.0	6	64.0	5
2192.H04a.Dog.Nose.2109.lane6.NoIndex.L006	99980.0	1249	9868.0	21	7.0	2
2192.H01a.Nose.63.lane6.NoIndex.L006	92971.0	4598	397.0	9	128.0	9
2192.H03a.Nose.1353.lane6.NoIndex.L006	52111.0	3965	367.0	4	51.0	3
2192.H05a.Front.Door.Knob.5004.lane6.NoIndex.L006	51885.0	3029	147.0	10	12.0	3
2192.H03a.Nose.1236.lane6.NoIndex.L006	61815.0	3369	206.0	7	42.0	3
2192.H02a.Nose.873.lane6.NoIndex.L006	79625.0	5198	308.0	7	106.0	5
2192.H03a.Nose.1212.lane6.NoIndex.L006	83423.0	4407	246.0	5	123.0	8
2192.H01a.Nose.114.lane6.NoIndex.L006	52920.0	3827	316.0	10	59.0	8
2192.H06b.Nose.3207.lane6.NoIndex.L006	72154.0	877	21580.0	20	0.0	0
2192.H03a.Nose.1383.lane6.NoIndex.L006	15511.0	813	130.0	5	0.0	0
2192.H03a.Nose.1356.lane6.NoIndex.L006	44344.0	2289	236.0	7	37.0	3
2192.H02a.Nose.897.lane6.NoIndex.L006	44032.0	2155	29.0	5	0.0	0
2192.H03a.Nose.1284.lane6.NoIndex.L006	53041.0	1145	41191.0	24	2.0	2
2192.H02a.Nose.921.lane6.NoIndex.L006	88515.0	4652	501.0	9	180.0	11
2192.H01a.Nose.306.lane6.NoIndex.L006	57297.0	4256	357.0	8	107.0	9
2192.H01a.Nose.183.lane6.NoIndex.L006	43608.0	3047	188.0	5	41.0	4
2192.H06b.Foot.3182.lane6.NoIndex.L006	72017.0	3667	4625.0	21	45.0	6
2192.H03a.Nose.1431.lane6.NoIndex.L006	79958.0	1002	4998.0	19	33.0	2
2192.H04a.Nose.1857.lane6.NoIndex.L006	80588.0	4834	1379.0	17	161.0	12
2192.H07b.Front.Door.Knob.4157.lane6.NoIndex.L006	63589.0	1836	3467.0	19	48.0	5
2192.H07b.Front.Door.Knob.4109.lane6.NoIndex.L006	43959.0	2975	617.0	12	35.0	7
2192.H07b.Foot.4019.lane6.NoIndex.L006	87874.0	1135	19611.0	22	3.0	2
2192.H06b.Foot.3323.lane6.NoIndex.L006	87762.0	2040	4675.0	14	10.0	3
2192.H01a.Front.Door.Knob.53.lane1.NoIndex.L001	83282.0	2022	22235.0	20	30.0	2
2192.H07b.Nose.4041.lane1.NoIndex.L001	126291.0	1354	24476.0	23	7.0	2
2192.H01a.Kitchen.Floor.26.lane1.NoIndex.L001	76395.0	3752	12127.0	18	10.0	4
2192.H05b.Kitchen.Light.Switch.2451.lane2.NoIndex.L002	85770.0	396	3936.0	9	0.0	0
2192.H06b.Kitchen.Floor.3242.lane2.NoIndex.L002	112263.0	2729	24262.0	29	50.0	4
2192.H02a.Kitchen.Floor.626.lane2.NoIndex.L002	60375.0	3247	5689.0	19	12.0	3
2192.H02a.Kitchen.Floor.722.lane2.NoIndex.L002	79586.0	5251	3813.0	18	49.0	9
2192.H06b.Kitchen.Floor.3218.lane2.NoIndex.L002	91393.0	2006	30026.0	24	10.0	2
2192.H04a.Front.Door.Knob.2069.lane2.NoIndex.L002	118981.0	1292	1157.0	11	19.0	7
2192.H01a.Kitchen.Counter.313.lane2.NoIndex.L002	61587.0	1533	11714.0	21	2.0	1
2192.H07b.Bedroom.Floor.3868.lane2.NoIndex.L002	71670.0	4207	1054.0	12	140.0	7
2192.H02a.Kitchen.Floor.650.lane2.NoIndex.L002	53355.0	1446	21741.0	22	12.0	2
2192.H07b.Kitchen.Counter.3961.lane2.NoIndex.L002	83987.0	3318	2730.0	19	410.0	8
2192.H05b.Foot.2648.lane5.NoIndex.L005	55486.0	1447	1892.0	18	26.0	2
2192.H06b.Foot.3083.lane5.NoIndex.L005	54043.0	2595	4319.0	19	20.0	4
2192.H05b.Nose.2556.lane5.NoIndex.L005	63739.0	1106	2174.0	16	22.0	3
2192.H05b.Hand.2770.lane5.NoIndex.L005	56823.0	2218	1776.0	18	37.0	4
2192.H05b.Foot.2963.lane5.NoIndex.L005	79087.0	3234	6790.0	22	52.0	3
2192.H05b.Kitchen.Counter.2593.lane5.NoIndex.L005	84252.0	1612	21693.0	29	216.0	6
2192.H05b.Foot.2699.lane5.NoIndex.L005	67723.0	2773	5277.0	18	36.0	5
2192.H06b.Hand.3103.lane5.NoIndex.L005	47846.0	1982	1763.0	27	22.0	2
2192.H03a.Bedroom.Floor.1516.lane5.NoIndex.L005	74298.0	777	7502.0	15	1.0	1
2192.H03a.Hand.1498.lane6.NoIndex.L006	59158.0	1518	1051.0	18	155.0	2
2192.H03a.Nose.1404.lane6.NoIndex.L006	68934.0	3604	645.0	12	89.0	13
2192.H04a.Bathroom.Door.Knob.1902.lane6.NoIndex.L006	58330.0	365	2512.0	15	0.0	0
2192.H03a.Nose.1281.lane6.NoIndex.L006	68063.0	3516	7988.0	25	38.0	6
2192.H07b.Foot.3944.lane6.NoIndex.L006	71994.0	1360	1568.0	15	0.0	0
