	N	N_genus
2382.DPOO1.C1.HA.5.648.root.9.12.lane7.NoIndex.L007.sequences	196958.0	9.0
2382.SH005.C3.RH.1.653.root.9.12.lane7.NoIndex.L007.sequences	262994.0	10.0
2382.SH005.C3.RH.1.654.leav.9.12.lane8.NoIndex.L008.sequences	126975.0	2.0
2382.SH007.C6.RH.4.517.rhizo.4.12.lane7.NoIndex.L007.sequences	108330.0	2.0
2382.SH007.C6.RH.2.308.root.9.11.lane1.NoIndex.L001.sequences	66642.0	1.0
2382.SH004.C1.RH.2.408.root.4.12.lane7.NoIndex.L007.sequences	124305.0	8.0
2382.RU006.C181.RH.3.587.rhizo.4.12.lane7.NoIndex.L007.sequences	78940.0	7.0
2382.DPOO1.C1.HA.1.627.rhizo.9.12.lane7.NoIndex.L007.sequences	80568.0	14.0
2382.SH005.C3.RH.5.674.leav.9.12.lane8.NoIndex.L008.sequences	118124.0	5.0
2382.HE003.C181.HA.5.571.r1.bulk.4.12.lane7.NoIndex.L007.sequences	78393.0	3.0
2382.MU002.C3.HA.1.478.root.4.12.lane7.NoIndex.L007.sequences	94341.0	2.0
2382.MU002.C3.HA.3.687.rhizo.9.12.lane7.NoIndex.L007.sequences	76879.0	11.0
2382.SH007.C6.RH.3.512.rhizo.4.12.lane7.NoIndex.L007.sequences	73246.0	4.0
2382.SH007.C6.RH.3.711.bulk.9.12.lane7.NoIndex.L007.sequences	81224.0	16.0
2382.SH008.C6.HA.1.726.bulk.9.12.lane7.NoIndex.L007.sequences	83165.0	12.0
2382.SH005.C3.RH.5.672.rhizo.9.12.lane7.NoIndex.L007.sequences	80797.0	6.0
2382.GM.181.R4.rhizo.10.12.lane7.NoIndex.L007.sequences	477123.0	65.0
2382.MU002.C3.HA.3.686.bulk.9.12.lane7.NoIndex.L007.sequences	92133.0	5.0
2382.SH004.C1.RH.3.413.root.4.12.lane7.NoIndex.L007.sequences	91362.0	2.0
2382.MU002.C3.HA.4.75.root.6.11.lane1.NoIndex.L001.sequences	84523.0	2.0
2382.RU006.C181.RH.5.797.rhizo.9.12.lane7.NoIndex.L007.sequences	166013.0	6.0
2382.SH004.C1.RH.3.213.root.9.11.lane1.NoIndex.L001.sequences	71397.0	8.0
2382.DPOO1.C1.HA.3.639.leav.9.12.lane8.NoIndex.L008.sequences	48986.0	1.0
2382.MU002.C3.HA.1.278.root.9.11.lane1.NoIndex.L001.sequences	70407.0	1.0
2382.SH007.C6.RH.2.87.root.6.11.lane1.NoIndex.L001.sequences	68190.0	4.0
2382.MU002.C3.HA.5.700.gp.9.12.lane8.NoIndex.L008.sequences	159370.0	1.0
2382.SH008.C6.HA.2.732.rhizo.9.12.lane7.NoIndex.L007.sequences	78509.0	11.0
2382.SH008.C6.HA.3.537.rhizo.4.12.lane7.NoIndex.L007.sequences	85265.0	9.0
2382.SH007.C6.RH.3.513.root.4.12.lane7.NoIndex.L007.sequences	45357.0	1.0
2382.SH007.C6.RH.1.703.root.9.12.lane7.NoIndex.L007.sequences	193352.0	1.0
2382.MU002.C3.HA.4.691.bulk.9.12.lane7.NoIndex.L007.sequences	77308.0	13.0
2382.SH007.C6.RH.1.702.rhizo.9.12.lane7.NoIndex.L007.sequences	49800.0	2.0
2382.GM.181.R1.root.10.12.lane7.NoIndex.L007.sequences	345826.0	29.0
2382.SH008.C6.HA.2.731.bulk.9.12.lane7.NoIndex.L007.sequences	83862.0	25.0
2382.RU006.C181.RH.1.578.root.4.12.lane7.NoIndex.L007.sequences	67675.0	3.0
2382.MU002.C3.HA.2.681.bulk.9.12.lane7.NoIndex.L007.sequences	75798.0	13.0
2382.RU006.C181.RH.5.597.rhizo.4.12.lane7.NoIndex.L007.sequences	70451.0	4.0
2382.RU006.C181.RH.1.577.rhizo.4.12.lane7.NoIndex.L007.sequences	65246.0	1.0
2382.SH008.C6.HA.5.547.rhizo.4.12.lane7.NoIndex.L007.sequences	81140.0	7.0
2382.RU006.C181.RH.2.581.r1.bulk.4.12.lane7.NoIndex.L007.sequences	74575.0	2.0
2382.RU006.C181.RH.2.582.rhizo.4.12.lane7.NoIndex.L007.sequences	34765.0	1.0
2382.RU006.C181.RH.1.778.root.9.12.lane7.NoIndex.L007.sequences	227991.0	6.0
2382.HE003.C181.HA.5.773.root.9.12.lane7.NoIndex.L007.sequences	210839.0	2.0
2382.SH007.C6.RH.4.95.root.6.11.lane1.NoIndex.L001.sequences	44269.0	1.0
2382.MU002.C3.HA.4.293.root.9.11.lane1.NoIndex.L001.sequences	69444.0	5.0
2382.SH004.C1.RH.4.416.bulk.4.12.lane7.NoIndex.L007.sequences	72215.0	7.0
2382.SH004.C1.RH.4.618.root.9.12.lane7.NoIndex.L007.sequences	242365.0	8.0
2382.HE003.C181.HA.3.765.gp.9.12.lane8.NoIndex.L008.sequences	114271.0	1.0
2382.HE003.C181.HA.3.561.bulk.4.12.lane7.NoIndex.L007.sequences	65658.0	3.0
2382.SH005.C3.RH.2.258.root.9.11.lane1.NoIndex.L001.sequences	62827.0	2.0
2382.SH005.C3.RH.3.662.rhizo.9.12.lane7.NoIndex.L007.sequences	69010.0	4.0
2382.SH007.C6.RH.5.521.bulk.4.12.lane7.NoIndex.L007.sequences	81839.0	11.0
2382.SH007.C6.RH.5.721.bulk.9.12.lane7.NoIndex.L007.sequences	80757.0	4.0
2382.DPOO1.C1.HA.4.35.root.6.11.lane1.NoIndex.L001.sequences	63491.0	5.0
2382.SH004.C1.RH.2.208.root.9.11.lane1.NoIndex.L001.sequences	66747.0	5.0
2382.HE003.C181.HA.4.767.rhizo.9.12.lane7.NoIndex.L007.sequences	64044.0	3.0
2382.SH004.C1.RH.1.3.root.6.11.lane1.NoIndex.L001.sequences	61121.0	2.0
2382.DPOO1.C1.HA.1.427.rhizo.4.12.lane7.NoIndex.L007.sequences	74780.0	3.0
2382.DPOO1.C1.HA.3.436.r1.bulk.4.12.lane7.NoIndex.L007.sequences	69398.0	8.0
2382.SH008.C6.HA.4.744.leav.9.12.lane8.NoIndex.L008.sequences	125806.0	1.0
2382.RU006.C181.RH.4.593.root.4.12.lane7.NoIndex.L007.sequences	65643.0	1.0
2382.SH004.C1.RH.2.406.bulk.4.12.lane7.NoIndex.L007.sequences	70305.0	7.0
2382.SH004.C1.RH.1.602.rhizo.9.12.lane7.NoIndex.L007.sequences	61167.0	8.0
2382.SH008.C6.HA.5.548.root.4.12.lane7.NoIndex.L007.sequences	80990.0	1.0
2382.SH005.C3.RH.5.673.root.9.12.lane7.NoIndex.L007.sequences	204072.0	9.0
2382.SH004.C1.RH.2.608.root.9.12.lane7.NoIndex.L007.sequences	183312.0	8.0
2382.DPOO1.C1.HA.5.248.root.9.11.lane1.NoIndex.L001.sequences	63793.0	6.0
2382.RU006.C181.RH.3.786.bulk.9.12.lane7.NoIndex.L007.sequences	114972.0	11.0
2382.RU006.C181.RH.1.143.root.6.11.lane1.NoIndex.L001.sequences	88842.0	2.0
2382.RU006.C181.RH.2.383.root.9.11.lane1.NoIndex.L001.sequences	68867.0	1.0
2382.SH007.C6.RH.5.723.root.9.12.lane7.NoIndex.L007.sequences	240026.0	7.0
2382.SH005.C3.RH.3.51.root.6.11.lane1.NoIndex.L001.sequences	62613.0	6.0
2382.RU006.C181.RH.1.777.rhizo.9.12.lane7.NoIndex.L007.sequences	59148.0	4.0
2382.SH005.C3.RH.5.273.root.9.11.lane1.NoIndex.L001.sequences	62274.0	2.0
2382.SH004.C1.RH.5.623.root.9.12.lane7.NoIndex.L007.sequences	234436.0	23.0
2382.SH008.C6.HA.1.SH008.rhizo.rhizo.9.12.lane7.NoIndex.L007.sequences	72791.0	2.0
2382.SH008.C6.HA.4.115.root.6.11.lane1.NoIndex.L001.sequences	69557.0	1.0
2382.SH005.C3.RH.4.666.bulk.9.12.lane7.NoIndex.L007.sequences	75083.0	3.0
2382.MU002.C3.HA.4.492.rhizo.4.12.lane7.NoIndex.L007.sequences	68630.0	3.0
2382.DPOO1.C1.HA.5.447.rhizo.4.12.lane7.NoIndex.L007.sequences	68469.0	2.0
2382.SH004.C1.RH.1.403.root.4.12.lane7.NoIndex.L007.sequences	88819.0	5.0
2382.SH008.C6.HA.2.533.root.4.12.lane7.NoIndex.L007.sequences	62070.0	15.0
2382.DPOO1.C1.HA.2.27.root.6.11.lane1.NoIndex.L001.sequences	29958.0	1.0
2382.GM.181.R5.gp.10.12.lane8.NoIndex.L008.sequences	226440.0	1.0
2382.SH004.C1.RH.2.606.bulk.9.12.lane7.NoIndex.L007.sequences	50831.0	2.0
2382.MU002.C3.HA.5.697.rhizo.9.12.lane7.NoIndex.L007.sequences	77494.0	21.0
2382.SH008.C6.HA.1.528.root.4.12.lane7.NoIndex.L007.sequences	81031.0	1.0
2382.RU006.C181.RH.2.583.root.4.12.lane7.NoIndex.L007.sequences	76641.0	14.0
2382.SH005.C3.RH.1.451.bulk.4.12.lane7.NoIndex.L007.sequences	71452.0	3.0
2382.SH007.C6.RH.1.502.rhizo.4.12.lane7.NoIndex.L007.sequences	107647.0	5.0
2382.SH004.C1.RH.2.407.rhizo.4.12.lane7.NoIndex.L007.sequences	73927.0	13.0
2382.MU002.C3.HA.3.688.root.9.12.lane7.NoIndex.L007.sequences	283440.0	1.0
2382.GM.181.R1.bulk.10.12.lane7.NoIndex.L007.sequences	483927.0	146.0
2382.HE003.C181.HA.2.756.bulk.9.12.lane7.NoIndex.L007.sequences	84559.0	12.0
2382.SH004.C1.RH.3.612.rhizo.9.12.lane7.NoIndex.L007.sequences	51383.0	5.0
2382.SH005.C3.RH.2.658.root.9.12.lane7.NoIndex.L007.sequences	170429.0	2.0
2382.RU006.C181.RH.1.776.bulk.9.12.lane7.NoIndex.L007.sequences	81418.0	13.0
2382.SH005.C3.RH.2.457.rhizo.4.12.lane7.NoIndex.L007.sequences	84904.0	5.0
2382.GM.181.R4.leav.10.12.lane8.NoIndex.L008.sequences	232327.0	2.0
2382.SH004.C1.RH.1.603.root.9.12.lane7.NoIndex.L007.sequences	51611.0	4.0
2382.SH005.C3.RH.4.468.root.4.12.lane7.NoIndex.L007.sequences	69705.0	3.0
2382.SH008.C6.HA.4.343.root.9.11.lane1.NoIndex.L001.sequences	68679.0	5.0
2382.SH004.C1.RH.5.421.bulk.4.12.lane7.NoIndex.L007.sequences	83716.0	8.0
2382.DPOO1.C1.HA.2.631.bulk.9.12.lane7.NoIndex.L007.sequences	86616.0	6.0
2382.HE003.C181.HA.4.368.root.9.11.lane1.NoIndex.L001.sequences	65346.0	13.0
2382.SH007.C6.RH.1.501.bulk.4.12.lane7.NoIndex.L007.sequences	78542.0	19.0
2382.HE003.C181.HA.2.758.root.9.12.lane7.NoIndex.L007.sequences	187578.0	7.0
2382.RU006.C181.RH.2.147.root.6.11.lane1.NoIndex.L001.sequences	63995.0	2.0
2382.SH008.C6.HA.4.742.rhizo.9.12.lane7.NoIndex.L007.sequences	78619.0	2.0
2382.SH004.C1.RH.3.613.root.9.12.lane7.NoIndex.L007.sequences	186909.0	1.0
2382.MU002.C3.HA.2.283.root.9.11.lane1.NoIndex.L001.sequences	61251.0	2.0
2382.DPOO1.C1.HA.3.636.bulk.9.12.lane7.NoIndex.L007.sequences	98206.0	6.0
2382.HE003.C181.HA.5.771.bulk.9.12.lane7.NoIndex.L007.sequences	85373.0	6.0
2382.HE003.C181.HA.1.753.root.9.12.lane7.NoIndex.L007.sequences	252078.0	6.0
2382.HE003.C181.HA.1.552.rhizo.4.12.lane7.NoIndex.L007.sequences	72369.0	1.0
2382.SH005.C3.RH.2.657.rhizo.9.12.lane7.NoIndex.L007.sequences	72935.0	1.0
2382.SH004.C1.RH.4.617.rhizo.9.12.lane7.NoIndex.L007.sequences	78999.0	4.0
2382.MU002.C3.HA.5.497.rhizo.4.12.lane7.NoIndex.L007.sequences	69086.0	1.0
2382.HE003.C181.HA.2.557.rhizo.4.12.lane7.NoIndex.L007.sequences	74331.0	5.0
2382.RU006.C181.RH.3.787.rhizo.9.12.lane7.NoIndex.L007.sequences	74381.0	3.0
2382.SH005.C3.RH.3.663.root.9.12.lane7.NoIndex.L007.sequences	164476.0	7.0
2382.SH008.C6.HA.3.738.root.9.12.lane7.NoIndex.L007.sequences	231636.0	9.0
2382.SH005.C3.RH.3.463.root.4.12.lane7.NoIndex.L007.sequences	81595.0	4.0
2382.GM.181.R4.bulk.10.12.lane7.NoIndex.L007.sequences	450749.0	79.0
2382.HE003.C181.HA.5.373.root.9.11.lane1.NoIndex.L001.sequences	62578.0	5.0
2382.RU006.C181.RH.1.378.root.9.11.lane1.NoIndex.L001.sequences	68158.0	15.0
2382.RU006.C181.RH.4.791.bulk.9.12.lane7.NoIndex.L007.sequences	90452.0	4.0
2382.SH004.C1.RH.1.203.root.9.11.lane1.NoIndex.L001.sequences	74775.0	3.0
2382.SH005.C3.RH.1.652.rhizo.9.12.lane7.NoIndex.L007.sequences	68200.0	5.0
2382.SH008.C6.HA.4.542.rhizo.4.12.lane7.NoIndex.L007.sequences	73177.0	10.0
2382.GM.181.R2.bulk.10.12.lane7.NoIndex.L007.sequences	492497.0	151.0
2382.MU002.C3.HA.5.698.root.9.12.lane7.NoIndex.L007.sequences	194244.0	3.0
2382.SH005.C3.RH.3.661.bulk.9.12.lane7.NoIndex.L007.sequences	79023.0	15.0
2382.DPOO1.C1.HA.2.634.leav.9.12.lane8.NoIndex.L008.sequences	81811.0	1.0
2382.SH004.C1.RH.3.11.r1.root.6.11.lane7.NoIndex.L007.sequences	302463.0	14.0
2382.HE003.C181.HA.2.558.root.4.12.lane7.NoIndex.L007.sequences	71256.0	1.0
2382.DPOO1.C1.HA.1.428.root.4.12.lane7.NoIndex.L007.sequences	62332.0	5.0
2382.SH008.C6.HA.1.727.rhizo.9.12.lane7.NoIndex.L007.sequences	29956.0	2.0
2382.GM.181.R1.rhizo.10.12.lane7.NoIndex.L007.sequences	453170.0	67.0
2382.SH005.C3.RH.4.667.rhizo.9.12.lane7.NoIndex.L007.sequences	83396.0	10.0
2382.GM.181.R3.root.10.12.lane7.NoIndex.L007.sequences	352125.0	43.0
2382.DPOO1.C1.HA.4.642.rhizo.9.12.lane7.NoIndex.L007.sequences	70808.0	5.0
2382.DPOO1.C1.HA.3.238.root.9.11.lane1.NoIndex.L001.sequences	88039.0	6.0
2382.GM.181.R5.root.10.12.lane7.NoIndex.L007.sequences	489559.0	17.0
2382.SH008.C6.HA.1.SH008.leav.leav.9.12.lane8.NoIndex.L008.sequences	113577.0	1.0
2382.SH004.C1.RH.1.601.bulk.9.12.lane7.NoIndex.L007.sequences	53553.0	1.0
2382.HE003.C181.HA.5.139.root.6.11.lane1.NoIndex.L001.sequences	58917.0	3.0
2382.DPOO1.C1.HA.4.643.root.9.12.lane7.NoIndex.L007.sequences	52250.0	3.0
2382.HE003.C181.HA.3.131.root.6.11.lane1.NoIndex.L001.sequences	57480.0	1.0
2382.SH007.C6.RH.3.511.bulk.4.12.lane7.NoIndex.L007.sequences	75469.0	8.0
2382.SH008.C6.HA.1.728.root.9.12.lane7.NoIndex.L007.sequences	181391.0	27.0
2382.MU002.C3.HA.1.677.rhizo.9.12.lane7.NoIndex.L007.sequences	77738.0	6.0
2382.SH004.C1.RH.5.223.root.9.11.lane1.NoIndex.L001.sequences	58966.0	3.0
2382.SH008.C6.HA.1.730.gp.9.12.lane8.NoIndex.L008.sequences	230061.0	1.0
2382.SH005.C3.RH.1.453.root.4.12.lane7.NoIndex.L007.sequences	69093.0	4.0
2382.DPOO1.C1.HA.4.443.root.4.12.lane7.NoIndex.L007.sequences	77517.0	6.0
2382.DPOO1.C1.HA.5.647.rhizo.9.12.lane7.NoIndex.L007.sequences	39690.0	3.0
2382.SH007.C6.RH.2.708.root.9.12.lane7.NoIndex.L007.sequences	183850.0	14.0
2382.SH008.C6.HA.1.103.root.6.11.lane1.NoIndex.L001.sequences	76509.0	4.0
2382.SH008.C6.HA.1.328.root.9.11.lane1.NoIndex.L001.sequences	90775.0	4.0
2382.RU006.C181.RH.2.781.bulk.9.12.lane7.NoIndex.L007.sequences	100229.0	2.0
2382.SH004.C1.RH.3.611.bulk.9.12.lane7.NoIndex.L007.sequences	75220.0	5.0
2382.MU002.C3.HA.2.482.rhizo.4.12.r1.lane7.NoIndex.L007.sequences	74873.0	6.0
2382.GM.181.R2.root.10.12.lane7.NoIndex.L007.sequences	365302.0	38.0
2382.SH007.C6.RH.4.716.bulk.9.12.lane7.NoIndex.L007.sequences	70344.0	4.0
2382.SH004.C1.RH.5.422.rhizo.4.12.lane7.NoIndex.L007.sequences	81235.0	5.0
2382.HE003.C181.HA.1.752.rhizo.9.12.lane7.NoIndex.L007.sequences	70630.0	2.0
2382.GM.181.R5.rhizo.10.12.lane7.NoIndex.L007.sequences	453347.0	69.0
2382.RU006.C181.RH.5.598.root.4.12.lane7.NoIndex.L007.sequences	61360.0	1.0
2382.SH008.C6.HA.2.735.gp.9.12.lane8.NoIndex.L008.sequences	219537.0	1.0
2382.HE003.C181.HA.4.769.leav.9.12.lane8.NoIndex.L008.sequences	132551.0	1.0
2382.DPOO1.C1.HA.1.23.root.6.11.lane1.NoIndex.L001.sequences	52011.0	2.0
2382.MU002.C3.HA.2.683.root.9.12.lane7.NoIndex.L007.sequences	77946.0	1.0
2382.SH008.C6.HA.3.740.gp.9.12.lane8.NoIndex.L008.sequences	141708.0	5.0
2382.SH007.C6.RH.3.713.root.9.12.lane7.NoIndex.L007.sequences	216369.0	4.0
713.TL11.22	3787.0	1.0
713.TL11.83	5286.0	1.0
713.TL10.14	1643.0	2.0
713.LS10.38	3612.0	1.0
963.Iguana.57.061710.BCO.vial.268	129812.0	26.0
963.Iguana.78.051611.LAB.vial.661	129247.0	5.0
963.Iguana.164.052711.GAM.vial.763	91061.0	2.0
963.Iguana.27.052510.BCO.vial.147	82775.0	4.0
963.Iguana.79.051011.LAB.vial.626	123252.0	2.0
963.Iguana.27.060610.BCO.vial.213	145193.0	3.0
963.Iguana.A3.2.060311.STY.vial.891	138427.0	4.0
963.Iguana.117.051211.LAB.vial.666	90403.0	2.0
963.Iguana.S3.061211.BOH.vial.995	116438.0	4.0
963.Iguana.44.061010.SUR.vial.211	115081.0	5.0
963.Iguana.18.051710.BCO.vial.69	119844.0	4.0
963.Iguana.118.051211.LAB.vial.693	95084.0	2.0
963.Iguana.78.050411.LAB.vial.528	85142.0	16.0
963.Iguana.88.050711.LAB.vial.589	58767.0	1.0
963.Iguana.63.062410.BCO.vial.283	98054.0	21.0
963.Iguana.147.052011.LAB.vial.728	153344.0	3.0
963.Iguana.182.060111.SUR.vial.811	107195.0	13.0
963.Iguana.61.062310.PBP.vial.257	79146.0	2.0
963.Iguana.78.051411.LAB.vial.675	123957.0	5.0
963.Iguana.S2.061211.BOH.vial.971	127733.0	2.0
963.Iguana.44.060410.SUR.vial.223	110280.0	4.0
963.Iguana.A1.1.062010.GAM.vial.300	113899.0	3.0
963.Iguana.48.060910.HPT.vial.205	81553.0	2.0
963.Iguana.49.060910.HPT.vial.226	97873.0	4.0
963.Iguana.78.051211.LAB.vial.610	102540.0	5.0
963.Iguana.31.053110.BCO.vial.174	104642.0	3.0
963.Iguana.162.061111.BOH.vial.981	127314.0	1.0
963.Iguana.A1.2.042011.LAB.vial.307	119743.0	4.0
963.Iguana.36.052910.BCO.vial.125	128478.0	3.0
963.Iguana.A2.1.062810.STY.vial.335	128086.0	2.0
963.Iguana.227.061011.BOH.vial.990	105410.0	9.0
963.Iguana.A4.2.061211.BOH.vial.980	107431.0	5.0
963.Iguana.39.060610.BCO.vial.243	63540.0	1.0
963.Iguana.27.060310.BCO.vial.193	140602.0	1.0
963.Iguana.18.052810.BCO.vial.116	86739.0	1.0
963.Iguana.146.052011.LAB.vial.723	72100.0	7.0
963.Iguana.204.060611.LAB.vial.852	117096.0	13.0
963.Iguana.23.052210.BCO.vial.88	124381.0	2.0
963.Iguana.78.051011.LAB.vial.634	140355.0	1.0
963.Iguana.209.060711.BVP.vial.867	120814.0	2.0
963.Iguana.28.052510.BCO.vial.149	103147.0	2.0
963.Iguana.212.060711.BVP.vial.898	129012.0	2.0
963.Iguana.51.061010.SUR.vial.224	84957.0	2.0
963.Iguana.Ax.2.042911.HPT.vial.481d	115143.0	2.0
963.Iguana.47.060910.HPT.vial.246	106997.0	12.0
963.Iguana.151.052111.SUR.vial.737	96768.0	1.0
963.Iguana.39.053110.BCO.vial.191	97637.0	3.0
963.Iguana.54.062110.HPT.vial.260	59711.0	1.0
963.Iguana.202.060611.BOH.vial.881	104090.0	1.0
963.Iguana.37.053010.BCO.vial.182	68515.0	3.0
963.Iguana.46.060910.HPT.vial.244	66024.0	2.0
963.Iguana.168.052811.SUR.vial.800	129893.0	4.0
963.Iguana.154.061011.BOH.vial.921	121446.0	3.0
963.Iguana.20.052010.LAB.vial.65	109033.0	7.0
963.Iguana.19.052510.LAB.vial.91	97940.0	1.0
963.Iguana.28.061410.BCO.vial.286	87148.0	3.0
963.Iguana.88.051411.LAB.vial.676	130226.0	1.0
963.Iguana.27.052710.BCO.vial.134	132288.0	1.0
963.Iguana.167.052811.SUR.vial.795	25459.0	14.0
963.Iguana.223.061011.BOH.vial.920	105356.0	3.0
963.Iguana.14.053010.BCO.vial.190	115504.0	1.0
963.Iguana.158.052511.SUR.vial.792	109001.0	5.0
963.Iguana.35.052910.BCO.vial.139	112809.0	3.0
963.Iguana.18.052110.BCO.vial.83	105690.0	2.0
963.Iguana.79.050411.LAB.vial.541	54983.0	38.0
963.Iguana.222.061011.BOH.vial.915	113404.0	1.0
963.Iguana.27.060110.BCO.vial.152	137120.0	4.0
963.Iguana.26.052910.BCO.vial.128	68757.0	7.0
963.Iguana.64.062510.BCP.vial.303	74452.0	2.0
963.Iguana.S1.061011.BOH.vial.967	115128.0	3.0
963.Iguana.204.060811.LAB.vial.928	111997.0	9.0
963.Iguana.230.061211.GAM.vial.962	117732.0	5.0
963.Iguana.221.061011.BOH.vial.914	43643.0	2.0
963.Iguana.156.052511.SUR.vial.755	159525.0	1.0
963.Iguana.225.061011.SUR.vial.959	125098.0	6.0
963.Iguana.A2.2.060311.STY.vial.840	98139.0	3.0
963.Iguana.131.051611.LAB.vial.683	97836.0	44.0
963.Iguana.229.061111.SUR.vial.996	36879.0	1.0
963.Iguana.26.052310.BCO.vial.85	81256.0	1.0
678.T.RFLP.Sample.807	35959.0	1.0
678.seasonal.insitu.sample.555	91076.0	2.0
678.seasonal.insitu.sample.537	35141.0	1.0
678.seasonal.insitu.sample.573	69126.0	4.0
678.OA.mesocosm.392	67543.0	2.0
678.OA.mesocosm.435	13640.0	3.0
678.OA.mesocosm.386	38838.0	4.0
678.seasonal.insitu.sample.545	45628.0	1.0
678.OA.mesocosm.412	31122.0	1.0
678.T.RFLP.Sample.742	34311.0	2.0
678.T.RFLP.Sample.698	32289.0	3.0
678.OA.mesocosm.423	34181.0	2.0
678.seasonal.insitu.sample.511	2122.0	1.0
678.OA.mesocosm.436	28060.0	2.0
678.OA.mesocosm.369	74418.0	2.0
678.T.RFLP.Sample.786	28861.0	2.0
678.OA.mesocosm.367	77703.0	2.0
678.OA.mesocosm.383	67093.0	5.0
678.T.RFLP.Sample.653	49879.0	1.0
678.OA.mesocosm.399	39299.0	1.0
678.seasonal.insitu.sample.544	70753.0	1.0
678.seasonal.insitu.sample.560	45982.0	2.0
678.OA.mesocosm.402	50553.0	1.0
678.seasonal.insitu.sample.542	35749.0	1.0
678.OA.mesocosm.408	8617.0	4.0
678.seasonal.insitu.sample.492	33963.0	2.0
678.OA.mesocosm.437	64858.0	17.0
678.seasonal.insitu.sample.547	73065.0	1.0
678.OA.mesocosm.378	24102.0	2.0
678.seasonal.insitu.sample.595	45826.0	2.0
678.OA.mesocosm.411	87975.0	13.0
678.OA.mesocosm.365	50794.0	1.0
678.OA.mesocosm.416	55391.0	7.0
678.T.RFLP.Sample.697	26365.0	2.0
678.OA.mesocosm.443	40317.0	10.0
678.OA.mesocosm.426	65956.0	2.0
678.seasonal.insitu.sample.578	65346.0	1.0
678.OA.mesocosm.380	105306.0	14.0
678.OA.mesocosm.373	12780.0	3.0
678.OA.mesocosm.425	81385.0	5.0
678.OA.mesocosm.407	5727.0	1.0
678.OA.mesocosm.458	50247.0	2.0
678.OA.mesocosm.366	84161.0	10.0
678.T.RFLP.Sample.740	59716.0	1.0
678.OA.mesocosm.438	27680.0	28.0
678.OA.mesocosm.370	91711.0	6.0
678.T.RFLP.Sample.826	48804.0	1.0
678.seasonal.insitu.sample.529	29921.0	1.0
678.T.RFLP.Sample.730	54481.0	1.0
678.T.RFLP.Sample.791	34150.0	1.0
678.OA.mesocosm.368	98541.0	7.0
678.OA.mesocosm.375	94241.0	2.0
678.OA.mesocosm.391	77698.0	3.0
678.OA.mesocosm.433	92916.0	2.0
678.T.RFLP.Sample.635	63440.0	2.0
678.OA.mesocosm.400	59157.0	1.0
678.T.RFLP.Sample.820	28412.0	1.0
678.seasonal.insitu.sample.571	50910.0	3.0
678.seasonal.insitu.sample.536	31648.0	1.0
678.OA.mesocosm.374	20000.0	1.0
678.OA.mesocosm.410	26873.0	32.0
678.T.RFLP.Sample.823	44905.0	1.0
678.seasonal.insitu.sample.587	24052.0	2.0
678.OA.mesocosm.397	92434.0	2.0
678.seasonal.insitu.sample.495	39406.0	1.0
678.seasonal.insitu.sample.582	55582.0	2.0
678.T.RFLP.Sample.720	48922.0	1.0
678.OA.mesocosm.465	2561.0	1.0
678.OA.mesocosm.405	45529.0	2.0
678.seasonal.insitu.sample.575	41926.0	1.0
678.T.RFLP.Sample.718	40925.0	1.0
678.OA.mesocosm.403	72347.0	1.0
678.seasonal.insitu.sample.586	4410.0	1.0
678.OA.mesocosm.389	171485.0	5.0
678.OA.mesocosm.372	33276.0	1.0
678.OA.mesocosm.393	48849.0	1.0
678.OA.mesocosm.381	89928.0	1.0
678.OA.mesocosm.439	70654.0	10.0
678.OA.mesocosm.462	17671.0	2.0
678.OA.mesocosm.409	47752.0	1.0
678.seasonal.insitu.sample.522	55359.0	4.0
678.OA.mesocosm.379	71257.0	3.0
678.T.RFLP.Sample.773	64390.0	1.0
678.T.RFLP.Sample.606	40706.0	1.0
678.T.RFLP.Sample.641	42744.0	2.0
678.OA.mesocosm.354	97373.0	3.0
678.OA.mesocosm.382	81933.0	2.0
678.OA.mesocosm.357	52308.0	2.0
678.T.RFLP.Sample.754	46942.0	1.0
678.OA.mesocosm.364	57729.0	4.0
678.OA.mesocosm.463	20368.0	11.0
678.OA.mesocosm.466	2574.0	2.0
678.OA.mesocosm.352	65756.0	1.0
678.OA.mesocosm.424	53678.0	4.0
678.seasonal.insitu.sample.534	44911.0	1.0
678.OA.mesocosm.427	90914.0	8.0
678.OA.mesocosm.351	105534.0	4.0
678.T.RFLP.Sample.780	35510.0	2.0
678.seasonal.insitu.sample.590	48185.0	1.0
678.OA.mesocosm.415	57442.0	2.0
678.seasonal.insitu.sample.501	55960.0	4.0
678.seasonal.insitu.sample.562	58893.0	1.0
678.OA.mesocosm.394	80214.0	1.0
678.seasonal.insitu.sample.579	61974.0	2.0
678.OA.mesocosm.442	29219.0	6.0
678.T.RFLP.Sample.714	15947.0	1.0
678.T.RFLP.Sample.746	28840.0	1.0
678.OA.mesocosm.421	48044.0	1.0
678.seasonal.insitu.sample.509	40498.0	1.0
678.OA.mesocosm.401	58946.0	5.0
678.seasonal.insitu.sample.565	83950.0	2.0
678.OA.mesocosm.417	80853.0	7.0
678.OA.mesocosm.387	92296.0	5.0
678.OA.mesocosm.384	37801.0	5.0
678.seasonal.insitu.sample.497	89434.0	1.0
678.seasonal.insitu.sample.548	57720.0	2.0
550.L2S222.s.2.sequence	16519.0	34.0
550.L3S58.s.3.sequence	4211.0	6.0
